Bigram	Bigram Count	Uni Count	Bigram Prob
sent 15		2		19		0.10526315789473684
15 jobs		2		24		0.08333333333333333
netherlands in		2		4		0.5
process .		3		20		0.15
just last		2		35		0.05714285714285714
, union		6		3842		0.0015616866215512754
union workers		2		50		0.04
the ametec		2		3676		0.000544069640914037
ametec plant		2		2		1.0
in lynn		5		1651		0.0030284675953967293
lynn launched		2		10		0.2
launched a		2		4		0.5
a letter-writing		2		1783		0.0011217049915872126
letter-writing campaign		2		2		1.0
campaign against		2		6		0.3333333333333333
against a		3		23		0.13043478260869565
defense department		2		13		0.15384615384615385
department contract		2		24		0.08333333333333333
contract awarded		2		13		0.15384615384615385
awarded to		2		4		0.5
to singapore		2		1551		0.0012894906511927789
singapore to		2		10		0.2
build helicopter		2		151		0.013245033112582781
helicopter engine		2		4		0.5
engine gyros		2		17		0.11764705882352941
gyros that		2		2		1.0
be manufactured		2		249		0.008032128514056224
manufactured in		2		5		0.4
lynn .		2		10		0.2
<s> lynn		2		2220		0.0009009009009009009
lynn ,		3		10		0.3
-- angelo		2		277		0.007220216606498195
angelo losanno		2		2		1.0
losanno sr		2		2		1.0
sr .		2		2		1.0
. looks		2		2244		0.00089126559714795
looks across		2		4		0.5
across route		2		21		0.09523809523809523
route 1a		2		2		1.0
1a at		2		2		1.0
old general		2		23		0.08695652173913043
electric plant		2		24		0.08333333333333333
and sees		2		1342		0.0014903129657228018
sees a		2		4		0.5
different time		2		22		0.09090909090909091
time ,		7		36		0.19444444444444445
solid job		2		7		0.2857142857142857
job and		2		55		0.03636363636363636
solid future		2		7		0.2857142857142857
now he		2		66		0.030303030303030304
he looks		2		252		0.007936507936507936
looks at		2		4		0.5
the backside		2		3676		0.000544069640914037
backside of		2		2		1.0
a dingy		2		1783		0.0011217049915872126
dingy industrial		2		2		1.0
industrial landscape		2		18		0.1111111111111111
landscape --		2		5		0.4
-- through		2		277		0.007220216606498195
the revolving		2		3676		0.000544069640914037
revolving glass		2		2		1.0
glass doors		2		11		0.18181818181818182
doors of		2		9		0.2222222222222222
a wal-mart		2		1783		0.0011217049915872126
wal-mart where		2		2		1.0
where he		2		89		0.02247191011235955
he cleans		2		252		0.007936507936507936
cleans bathrooms		2		2		1.0
bathrooms and		2		2		1.0
and sweeps		2		1342		0.0014903129657228018
sweeps floors		2		2		1.0
floors for		2		2		1.0
even some		2		38		0.05263157894736842
workers interviewed		2		122		0.01639344262295082
interviewed outside		2		2		1.0
plant sense		2		2317		0.0008631851532153647
sense the		2		4		0.5
the massive		3		3676		0.0008161044613710555
massive waste		2		5		0.4
waste in		2		31		0.06451612903225806
are building		2		166		0.012048192771084338
building .		2		63		0.031746031746031744
just up		2		35		0.05714285714285714
the hill		2		3676		0.000544069640914037
hill from		2		12		0.16666666666666666
the metal		2		3676		0.000544069640914037
council union		2		8		0.25
union hall		2		50		0.04
hall ,		2		3		0.6666666666666666
where president		2		89		0.02247191011235955
president ken		2		44		0.045454545454545456
ken delacruz		2		2		1.0
delacruz says		2		2		1.0
says he		2		22		0.09090909090909091
he gets		2		252		0.007936507936507936
gets furious		2		3		0.6666666666666666
furious at		2		2		1.0
waste of		2		31		0.06451612903225806
skilled american		2		10		0.2
american labor		2		47		0.0425531914893617
labor every		2		17		0.11764705882352941
every time		2		16		0.125
time he		2		36		0.05555555555555555
he rides		2		252		0.007936507936507936
rides a		2		2		1.0
a subway		2		1783		0.0011217049915872126
subway car		2		2		1.0
car in		2		27		0.07407407407407407
, washington		2		3842		0.0005205622071837585
washington or		2		26		0.07692307692307693
or new		2		134		0.014925373134328358
<s> crews		2		2220		0.0009009009009009009
crews were		2		2		1.0
were still		3		98		0.030612244897959183
still working		2		37		0.05405405405405406
working on		2		25		0.08
the mohegan-sun		2		3676		0.000544069640914037
mohegan-sun resort		2		2		1.0
resort ,		2		2		1.0
of united		3		1569		0.0019120458891013384
mothballed defense		2		13		0.15384615384615385
once made		2		17		0.11764705882352941
made reactors		2		51		0.0392156862745098
and utilizing		2		1342		0.0014903129657228018
utilizing it		2		2		1.0
in part		4		1651		0.0024227740763173833
the structure		2		3676		0.000544069640914037
structure of		2		2		1.0
our casinos		2		22		0.09090909090909091
casinos ,		2		5		0.4
'' says		2		290		0.006896551724137931
says mitchell		2		22		0.09090909090909091
mitchell etess		2		3		0.6666666666666666
etess ,		2		2		1.0
the casinos		2		3676		0.000544069640914037
casinos 's		2		5		0.4
of marketing		2		1569		0.0012746972594008922
marketing .		2		8		0.25
it does		4		509		0.007858546168958742
does n't		7		10		0.7
n't matter		2		84		0.023809523809523808
matter if		2		4		0.5
if you		6		49		0.12244897959183673
you worked		2		41		0.04878048780487805
worked with		2		22		0.09090909090909091
with your		2		301		0.006644518272425249
your hands		2		9		0.2222222222222222
hands at		2		4		0.5
or you		3		134		0.022388059701492536
you pushed		2		41		0.04878048780487805
pushed paper		2		6		0.3333333333333333
paper behind		2		18		0.1111111111111111
a desk		2		1783		0.0011217049915872126
desk ;		2		3		0.6666666666666666
; the		2		25		0.08
whole thing		2		8		0.25
is over		2		447		0.0044742729306487695
'' silkowski		2		290		0.006896551724137931
silkowski says		2		2		1.0
we think		1		71		0.014084507042253521
think we		1		10		0.1
we know		1		71		0.014084507042253521
what 's		2		53		0.03773584905660377
's good		1		617		0.0016207455429497568
good for		1		24		0.041666666666666664
for ''		1		521		0.0019193857965451055
'' a		2		290		0.006896551724137931
said ...		1		668		0.0014970059880239522
... .		1		1		1.0
plant knows		1		2317		0.00043159257660768235
knows .		1		5		0.2
he talked		1		252		0.003968253968253968
talked of		1		2		0.5
of watering		1		1569		0.0006373486297004461
watering a		1		1		1.0
and hearing		1		1342		0.0007451564828614009
hearing a		1		2		0.5
a neighboring		1		1783		0.0005608524957936063
neighboring plant		1		1		1.0
plant plead		1		2317		0.00043159257660768235
plead ,		1		1		1.0
`` please		1		306		0.0032679738562091504
please water		1		1		1.0
water me		1		48		0.020833333333333332
me ,		1		8		0.125
and of		1		1342		0.0007451564828614009
of plants		1		1569		0.0006373486297004461
plants saying		1		45		0.022222222222222223
saying thanks		1		13		0.07692307692307693
thanks after		1		3		0.3333333333333333
after being		1		92		0.010869565217391304
being watered		1		33		0.030303030303030304
watered .		1		1		1.0
<s> meditation		1		2220		0.00045045045045045046
meditation is		1		1		1.0
is another		1		447		0.0022371364653243847
another way		1		44		0.022727272727272728
way of		1		18		0.05555555555555555
of connecting		1		1569		0.0006373486297004461
connecting ,		1		1		1.0
, sitting		1		3842		0.0002602811035918792
sitting with		1		1		1.0
to perceive		1		1551		0.0006447453255963894
perceive its		1		1		1.0
its energy		5		369		0.013550135501355014
energy field		1		31		0.03225806451612903
field .		1		13		0.07692307692307693
a related		3		1783		0.0016825574873808188
related move		2		6		0.3333333333333333
, cirrus		4		3842		0.001041124414367517
cirrus said		4		32		0.125
's re-evaluating		2		617		0.0032414910858995136
re-evaluating an		4		7		0.5714285714285714
agreement to		8		27		0.2962962962962963
to put		5		1551		0.003223726627981947
put $		2		9		0.2222222222222222
$ 355		11		387		0.028423772609819122
355 million		11		11		1.0
million into		10		288		0.034722222222222224
a digital		2		1783		0.0011217049915872126
digital equipment		14		41		0.34146341463414637
equipment corp.		8		88		0.09090909090909091
corp. plant		4		115		0.034782608695652174
in hudson		14		1651		0.008479709267110842
hudson ,		15		27		0.5555555555555556
massachusetts .		13		21		0.6190476190476191
<s> boston		3		2220		0.0013513513513513514
-- massachusetts		3		277		0.010830324909747292
massachusetts stocks		2		21		0.09523809523809523
stocks fell		2		4		0.5
fell for		2		33		0.06060606060606061
second day		2		41		0.04878048780487805
by digital		3		290		0.010344827586206896
corp. after		2		115		0.017391304347826087
after cirrus		5		92		0.05434782608695652
cirrus logic		19		32		0.59375
logic inc.		17		19		0.8947368421052632
is ``		3		447		0.006711409395973154
`` re-evaluating		2		306		0.006535947712418301
re-evaluating ''		2		7		0.2857142857142857
'' its		3		290		0.010344827586206896
the computer		5		3676		0.0013601741022850925
's hudson-based		2		617		0.0032414910858995136
hudson-based semiconductor		3		3		1.0
the accord		2		3676		0.000544069640914037
accord calls		2		6		0.3333333333333333
calls for		2		7		0.2857142857142857
for cirrus		6		521		0.011516314779270634
cirrus to		3		32		0.09375
put equipment		2		9		0.2222222222222222
the hudson		10		3676		0.002720348204570185
hudson plant		9		27		0.3333333333333333
debt on		2		10		0.2
its balance		2		369		0.005420054200542005
balance sheet		2		4		0.5
sheet .		2		4		0.5
<s> profits		2		2220		0.0009009009009009009
profits are		2		5		0.4
are likely		3		166		0.018072289156626505
improve this		2		19		0.10526315789473684
year as		3		171		0.017543859649122806
of starting		2		1569		0.0012746972594008922
starting up		2		6		0.3333333333333333
plant ends		2		2317		0.0008631851532153647
ends and		2		7		0.2857142857142857
and sales		2		1342		0.0014903129657228018
sales begin		2		50		0.04
begin ,		2		25		0.08
said john		3		668		0.004491017964071856
john weiss		2		8		0.25
weiss ,		2		2		1.0
an analyst		4		234		0.017094017094017096
at montgomery		2		604		0.0033112582781456954
montgomery securities		2		2		1.0
securities .		2		6		0.3333333333333333
a brother		1		1783		0.0005608524957936063
brother told		1		2		0.5
him about		1		27		0.037037037037037035
the booming		1		3676		0.0002720348204570185
booming san		1		3		0.3333333333333333
fernando valley		3		4		0.75
valley in		1		14		0.07142857142857142
year earlier		1		171		0.005847953216374269
earlier general		1		21		0.047619047619047616
motors had		1		20		0.05
had opened		1		113		0.008849557522123894
opened its		4		28		0.14285714285714285
its assembly		1		369		0.0027100271002710027
but today		1		124		0.008064516129032258
today they		1		32		0.03125
they 've		2		135		0.014814814814814815
've all		1		15		0.06666666666666667
all been		1		68		0.014705882352941176
been brought		1		91		0.01098901098901099
brought back		1		10		0.1
their old		1		88		0.011363636363636364
old neighborhood		1		23		0.043478260869565216
neighborhood --		1		8		0.125
-- where		1		277		0.0036101083032490976
where robert		1		89		0.011235955056179775
robert selleck		1		17		0.058823529411764705
selleck and		1		2		0.5
wife live		1		7		0.14285714285714285
live --		1		11		0.09090909090909091
-- by		1		277		0.0036101083032490976
a joint-venture		2		1783		0.0011217049915872126
joint-venture agreement		1		2		0.5
to purchase		1		1551		0.0006447453255963894
purchase the		1		13		0.07692307692307693
the vacant		1		3676		0.0002720348204570185
vacant gm		1		1		1.0
gm plant		9		18		0.5
an undisclosed		2		234		0.008547008547008548
undisclosed amount		2		2		1.0
amount .		1		6		0.16666666666666666
now it		1		66		0.015151515151515152
's moved		1		617		0.0016207455429497568
to where		1		1551		0.0006447453255963894
the gm		3		3676		0.0008161044613710555
is .		2		447		0.0044742729306487695
<s> selleck		1		2220		0.00045045045045045046
selleck said		1		2		0.5
said when		1		668		0.0014970059880239522
he hated		1		252		0.003968253968253968
hated to		1		1		1.0
see the		4		15		0.26666666666666666
land stand		1		22		0.045454545454545456
stand empty		1		9		0.1111111111111111
empty because		1		3		0.3333333333333333
could envision		1		63		0.015873015873015872
envision how		1		1		1.0
how it		1		45		0.022222222222222223
could revitalize		1		63		0.015873015873015872
revitalize his		1		1		1.0
his van		1		117		0.008547008547008548
nuys neighborhood		1		13		0.07692307692307693
neighborhood and		1		8		0.125
valley beyond		1		14		0.07142857142857142
beyond .		1		3		0.3333333333333333
i ca		5		63		0.07936507936507936
n't think		2		84		0.023809523809523808
of anything		1		1569		0.0006373486297004461
anything in		1		11		0.09090909090909091
city like		1		52		0.019230769230769232
the general		4		3676		0.001088139281828074
motors plant		3		20		0.15
had upward		1		113		0.008849557522123894
upward of		1		1		1.0
of 2,700		1		1569		0.0006373486297004461
2,700 people		1		2		0.5
people -lrb-		1		63		0.015873015873015872
-lrb- in		1		220		0.004545454545454545
the 1980s		5		3676		0.0013601741022850925
1980s -rrb-		1		8		0.125
-rrb- working		1		227		0.004405286343612335
working and		1		25		0.04
, slam		1		3842		0.0002602811035918792
slam shut		1		1		1.0
shut ,		2		52		0.038461538461538464
but despite		1		124		0.008064516129032258
despite their		1		12		0.08333333333333333
their concern		1		88		0.011363636363636364
concern over		1		14		0.07142857142857142
the sellecks		6		3676		0.001632208922742111
sellecks said		1		6		0.16666666666666666
n't actively		1		84		0.011904761904761904
actively pursue		1		1		1.0
pursue the		1		1		1.0
property ,		1		7		0.14285714285714285
were concentrating		1		98		0.01020408163265306
concentrating on		4		4		1.0
on developing		1		337		0.002967359050445104
developing shopping		1		3		0.3333333333333333
shopping centers		1		4		0.25
centers around		1		1		1.0
the san		3		3676		0.0008161044613710555
valley and		1		14		0.07142857142857142
in outlying		1		1651		0.0006056935190793458
outlying palmdale		1		2		0.5
palmdale ,		1		1		1.0
, lancaster		1		3842		0.0002602811035918792
lancaster and		1		1		1.0
and ventura		1		1342		0.0007451564828614009
ventura county		1		1		1.0
county .		1		15		0.06666666666666667
he recounted		1		252		0.003968253968253968
recounted the		1		1		1.0
the strong		2		3676		0.000544069640914037
strong impression		1		8		0.125
impression a		1		1		1.0
a sixth-grade		1		1783		0.0005608524957936063
sixth-grade field		1		1		1.0
plant made		1		2317		0.00043159257660768235
made upon		1		51		0.0196078431372549
upon him		1		2		0.5
him ,		1		27		0.037037037037037035
as one		2		235		0.00851063829787234
example .		1		22		0.045454545454545456
`` what		6		306		0.0196078431372549
what sticks		1		53		0.018867924528301886
sticks out		1		1		1.0
out is		1		70		0.014285714285714285
how awestruck		1		45		0.022222222222222223
awestruck we		1		1		1.0
we all		2		71		0.028169014084507043
all were		1		68		0.014705882352941176
were and		1		98		0.01020408163265306
how large		1		45		0.022222222222222223
large the		1		25		0.04
its 75th		1		369		0.0027100271002710027
75th anniversary		1		1		1.0
anniversary year		1		1		1.0
, see		1		3842		0.0002602811035918792
see 's		1		15		0.06666666666666667
's corporate		1		617		0.0016207455429497568
corporate headquarters		1		4		0.25
headquarters is		1		8		0.125
is at		1		447		0.0022371364653243847
south san		2		73		0.0273972602739726
francisco plant		2		4		0.5
<s> huggins		1		2220		0.00045045045045045046
huggins recalls		1		1		1.0
recalls how		1		3		0.3333333333333333
how one		1		45		0.022222222222222223
one college		1		107		0.009345794392523364
college student		1		4		0.25
student ,		1		1		1.0
, lew		1		3842		0.0002602811035918792
lew slate		1		1		1.0
slate ,		1		2		0.5
, son		1		3842		0.0002602811035918792
a paso		1		1783		0.0005608524957936063
paso robles		1		2		0.5
robles grower		1		1		1.0
grower ,		1		1		1.0
, would		3		3842		0.0007808433107756377
would drive		1		169		0.005917159763313609
drive a		1		4		0.25
a flatbed		5		1783		0.0028042624789680315
flatbed truck		5		5		1.0
with 150-pound		1		301		0.0033222591362126247
150-pound bags		1		1		1.0
of almonds		1		1569		0.0006373486297004461
almonds to		1		1		1.0
angeles plant		1		10		0.1
despite strict		1		12		0.08333333333333333
strict specifications		1		1		1.0
specifications ,		1		2		0.5
, employees		1		3842		0.0002602811035918792
still sift		1		37		0.02702702702702703
sift through		1		1		1.0
through all		1		27		0.037037037037037035
all nuts		1		68		0.014705882352941176
nuts ,		1		1		1.0
, picking		1		3842		0.0002602811035918792
picking out		1		2		0.5
out any		1		70		0.014285714285714285
any foreign		1		40		0.025
foreign matter		1		14		0.07142857142857142
matter or		1		4		0.25
or broken		1		134		0.007462686567164179
broken pieces		1		2		0.5
pieces .		1		6		0.16666666666666666
<s> is		3		2220		0.0013513513513513514
is it		5		447		0.011185682326621925
it the		3		509		0.005893909626719057
thing as		2		10		0.2
as locoweed		2		235		0.00851063829787234
locoweed ,		2		2		1.0
that affects		2		612		0.0032679738562091504
affects cows		2		2		1.0
cows ?		2		2		1.0
the blood		2		3676		0.000544069640914037
blood was		2		2		1.0
being transported		2		33		0.06060606060606061
to clausen-koch		2		1551		0.0012894906511927789
clausen-koch corp.		2		2		1.0
in syracuse		2		1651		0.0012113870381586917
syracuse ,		2		2		1.0
be dried		2		249		0.008032128514056224
dried ,		2		6		0.3333333333333333
, separated		2		3842		0.0005205622071837585
separated and		2		2		1.0
to factories		2		1551		0.0012894906511927789
factories for		2		11		0.18181818181818182
for use		2		521		0.003838771593090211
use in		2		34		0.058823529411764705
in animal		2		1651		0.0012113870381586917
animal feed		2		27		0.07407407407407407
feed .		2		4		0.5
but military		2		124		0.016129032258064516
military training		2		20		0.1
training planes		2		5		0.4
planes make		2		9		0.2222222222222222
to 30		3		1551		0.0019342359767891683
30 passes		2		40		0.05
passes per		2		2		1.0
per flight		2		24		0.08333333333333333
flight over		2		10		0.2
defense nuclear		2		13		0.15384615384615385
nuclear facilities		2		118		0.01694915254237288
facilities safety		2		10		0.2
safety board		4		40		0.1
board .		2		10		0.2
the risk		2		3676		0.000544069640914037
risk of		2		4		0.5
that scenario		2		612		0.0032679738562091504
scenario ,		2		2		1.0
previously estimated		2		11		0.18181818181818182
estimated at		2		12		0.16666666666666666
one chance		2		107		0.018691588785046728
chance in		2		5		0.4
in 10		2		1651		0.0012113870381586917
increase when		2		23		0.08695652173913043
when current		2		128		0.015625
current flight		2		13		0.15384615384615385
flight data		2		10		0.2
data are		2		7		0.2857142857142857
are analyzed		2		166		0.012048192771084338
analyzed later		2		2		1.0
a safety		2		1783		0.0011217049915872126
board memo		2		10		0.2
memo dated		2		3		0.6666666666666666
dated may		2		2		1.0
may 2.		2		51		0.0392156862745098
this does		3		135		0.022222222222222223
n't surprise		2		84		0.023809523809523808
surprise me		2		2		1.0
me at		2		8		0.25
at all		2		604		0.0033112582781456954
said trish		2		668		0.0029940119760479044
trish neusch		2		2		1.0
neusch ,		2		2		1.0
who farms		2		110		0.01818181818181818
farms land		2		10		0.2
land near		2		22		0.09090909090909091
plant 17		2		2317		0.0008631851532153647
17 miles		2		13		0.15384615384615385
miles northeast		3		35		0.08571428571428572
northeast of		3		5		0.6
of amarillo		2		1569		0.0012746972594008922
amarillo and		2		6		0.3333333333333333
and 7		2		1342		0.0014903129657228018
7 miles		2		17		0.11764705882352941
miles from		4		35		0.11428571428571428
the airport		2		3676		0.000544069640914037
airport .		2		5		0.4
the hollow		2		3676		0.000544069640914037
hollow plutonium		2		2		1.0
plutonium ball		2		6		0.3333333333333333
ball at		2		2		1.0
core of		2		4		0.5
each weapon		2		35		0.05714285714285714
weapon is		2		2		1.0
is stored		2		447		0.0044742729306487695
stored at		3		5		0.6
former weapons		2		39		0.05128205128205128
weapons assembly		2		15		0.13333333333333333
are counting		2		166		0.012048192771084338
counting something		2		4		0.5
something at		2		6		0.3333333333333333
at 35,000		2		604		0.0033112582781456954
35,000 as		2		2		1.0
as 500		2		235		0.00851063829787234
500 feet		2		24		0.08333333333333333
feet ,		2		15		0.13333333333333333
when in		2		128		0.015625
in actuality		2		1651		0.0012113870381586917
actuality a		2		2		1.0
a plane		2		1783		0.0011217049915872126
plane would		2		3		0.6666666666666666
start falling		2		25		0.08
falling in		2		6		0.3333333333333333
in oklahoma		2		1651		0.0012113870381586917
oklahoma to		2		2		1.0
to hit		2		1551		0.0012894906511927789
hit the		2		5		0.4
'' mcnulty		2		290		0.006896551724137931
mcnulty said		2		2		1.0
<s> dora		1		2220		0.00045045045045045046
dora galitzki		1		1		1.0
galitzki ,		1		1		1.0
a specialist		1		1783		0.0005608524957936063
specialist on		1		2		0.5
on woody		1		337		0.002967359050445104
woody plants		1		1		1.0
, runs		1		3842		0.0002602811035918792
plant information		1		2317		0.00043159257660768235
information service		1		13		0.07692307692307693
service at		1		17		0.058823529411764705
york botanical		1		33		0.030303030303030304
botanical garden		1		3		0.3333333333333333
the bronx		2		3676		0.000544069640914037
bronx .		1		2		0.5
but nassau		1		124		0.008064516129032258
nassau county		1		1		1.0
executive thomas		1		18		0.05555555555555555
thomas gulotta		1		5		0.2
gulotta said		1		1		1.0
was withdrawing		1		265		0.0037735849056603774
withdrawing his		1		1		1.0
his support		2		117		0.017094017094017096
support in		1		11		0.09090909090909091
in protest		1		1651		0.0006056935190793458
protest over		1		5		0.2
over how		1		62		0.016129032258064516
would handle		1		169		0.005917159763313609
handle a		1		2		0.5
liability suffolk		1		4		0.25
suffolk faces		1		10		0.1
faces for		1		2		0.5
excess assessment		1		5		0.2
assessment of		1		1		1.0
former shoreham		1		39		0.02564102564102564
-lrb- sara		5		220		0.022727272727272728
sara krulwich/new		5		7		0.7142857142857143
krulwich/new york		5		5		1.0
york times		15		33		0.45454545454545453
times photo		13		34		0.38235294117647056
photo -rrb-		13		14		0.9285714285714286
-rrb- -lrb-		13		227		0.05726872246696035
-lrb- nyt16		5		220		0.022727272727272728
nyt16 -rrb-		5		5		1.0
-rrb- van		5		227		0.022026431718061675
nuys ,		5		13		0.38461538461538464
-- feb.		9		277		0.032490974729241874
14 ,		5		11		0.45454545454545453
, 1996		13		3842		0.00338365434669443
1996 --		13		31		0.41935483870967744
-- selleck-developers-ladn-clr		5		277		0.018050541516245487
selleck-developers-ladn-clr ,		5		5		1.0
, 2-14		5		3842		0.0013014055179593961
2-14 --		5		5		1.0
sellecks ,		5		6		0.8333333333333334
from left		5		304		0.01644736842105263
left ,		5		14		0.35714285714285715
, tom		5		3842		0.0013014055179593961
tom ,		5		9		0.5555555555555556
, robert		11		3842		0.0028630921395106715
robert sr.		5		17		0.29411764705882354
sr. ,		5		5		1.0
robert jr.		5		17		0.29411764705882354
jr. and		5		5		1.0
and dan		5		1342		0.0037257824143070045
dan ,		5		5		1.0
, stand		5		3842		0.0013014055179593961
stand in		6		9		0.6666666666666666
former gm		5		39		0.1282051282051282
<s> digital		6		2220		0.002702702702702703
corp. fell		1		115		0.008695652173913044
fell 3		3		33		0.09090909090909091
3 3/4		2		13		0.15384615384615385
3/4 to		2		3		0.6666666666666666
to 70		2		1551		0.0012894906511927789
70 1/2		2		15		0.13333333333333333
1/2 after		2		6		0.3333333333333333
is re-evaluating		2		447		0.0044742729306487695
to pump		5		1551		0.003223726627981947
pump $		5		5		1.0
into digital		3		77		0.03896103896103896
digital 's		14		41		0.34146341463414637
's hudson		2		617		0.0032414910858995136
, chip		1		3842		0.0002602811035918792
corp. -lrb-		1		115		0.008695652173913044
-lrb- dec		1		220		0.004545454545454545
dec -rrb-		1		2		0.5
-rrb- fell		1		227		0.004405286343612335
massachusetts chip		1		21		0.047619047619047616
<s> late		4		2220		0.0018018018018018018
late last		2		25		0.08
said ore		1		668		0.0014970059880239522
ore treatment		1		7		0.14285714285714285
treatment at		1		19		0.05263157894736842
at st		1		604		0.0016556291390728477
ives had		1		2		0.5
had ceased		1		113		0.008849557522123894
ceased when		1		1		1.0
when cracks		1		128		0.0078125
cracks were		1		1		1.0
were found		1		98		0.01020408163265306
main milling		1		28		0.03571428571428571
milling unit		1		1		1.0
the mine		2		3676		0.000544069640914037
mine 's		1		10		0.1
's treatment		1		617		0.0016207455429497568
<s> london		8		2220		0.0036036036036036037
london ,		8		11		0.7272727272727273
feb. 15		4		60		0.06666666666666667
15 -lrb-		4		24		0.16666666666666666
-- rentokil		6		277		0.021660649819494584
rentokil plc		9		10		0.9
u.k. environmental		2		15		0.13333333333333333
environmental and		4		23		0.17391304347826086
office services		4		29		0.13793103448275862
services company		6		21		0.2857142857142857
a recommended		2		1783		0.0011217049915872126
recommended offer		2		2		1.0
for bet		2		521		0.003838771593090211
bet plc		8		14		0.5714285714285714
u.k. office		8		15		0.5333333333333333
office and		9		29		0.3103448275862069
plant maintenance		9		2317		0.003884333189469141
maintenance supplier		8		16		0.5
supplier .		3		9		0.3333333333333333
<s> rentokil		2		2220		0.0009009009009009009
talks to		3		24		0.125
buy bet		5		17		0.29411764705882354
a transaction		2		1783		0.0011217049915872126
transaction that		2		2		1.0
be worth		2		249		0.008032128514056224
worth 1.8		2		17		0.11764705882352941
1.8 billion		5		6		0.8333333333333334
pounds .		1		15		0.06666666666666667
the environmental		2		3676		0.000544069640914037
company dropped		1		257		0.0038910505836575876
dropped 5.79		1		3		0.3333333333333333
5.79 percent		1		1		1.0
percent after		1		136		0.007352941176470588
after its		1		92		0.010869565217391304
its 51-percent		1		369		0.0027100271002710027
51-percent owned		1		1		1.0
owned u.k.		1		20		0.05
u.k. unit		1		15		0.06666666666666667
, rentokil		1		3842		0.0002602811035918792
, confirmed		1		3842		0.0002602811035918792
confirmed it		1		2		0.5
acquire bet		1		2		0.5
's assembly		1		617		0.0016207455429497568
, senior		2		3842		0.0005205622071837585
senior workers		1		8		0.125
workers are		1		122		0.00819672131147541
to notice		1		1551		0.0006447453255963894
notice when		1		5		0.2
when parts		1		128		0.0078125
parts are		1		18		0.05555555555555555
n't fitting		1		84		0.011904761904761904
fitting the		1		1		1.0
way they		1		18		0.05555555555555555
they should		1		135		0.007407407407407408
should ,		1		33		0.030303030303030304
said gene		1		668		0.0014970059880239522
gene sibley		1		1		1.0
sibley ,		1		1		1.0
a quality		6		1783		0.0033651149747616375
quality supervisor		1		11		0.09090909090909091
supervisor .		1		9		0.1111111111111111
pounds -lrb-		4		15		0.26666666666666666
$ 2.77		4		387		0.0103359173126615
2.77 billion		4		4		1.0
rentokil may		1		10		0.1
may wish		1		51		0.0196078431372549
wish to		2		2		1.0
sell off		1		19		0.05263157894736842
off bet		1		42		0.023809523809523808
bet 's		1		14		0.07142857142857142
's distribution		1		617		0.0016207455429497568
distribution and		1		10		0.1
plant services		4		2317		0.0017263703064307294
services businesses		1		21		0.047619047619047616
businesses as		1		21		0.047619047619047616
of reorganization		1		1569		0.0006373486297004461
reorganization plans		1		2		0.5
plans ,		1		97		0.010309278350515464
said nigel		1		668		0.0014970059880239522
nigel utley		1		1		1.0
utley ,		1		1		1.0
at greig		1		604		0.0016556291390728477
greig middleton		1		1		1.0
middleton .		1		1		1.0
other main		1		79		0.012658227848101266
main businesses		1		28		0.03571428571428571
businesses are		1		21		0.047619047619047616
are cleaning		1		166		0.006024096385542169
cleaning services		1		4		0.25
services ,		3		21		0.14285714285714285
, security		1		3842		0.0002602811035918792
security ,		2		6		0.3333333333333333
plant hire		2		2317		0.0008631851532153647
hire ,		2		3		0.6666666666666666
distribution .		2		10		0.2
<s> not		2		2220		0.0009009009009009009
not much		1		109		0.009174311926605505
much has		1		41		0.024390243902439025
been written		1		91		0.01098901098901099
written about		1		3		0.3333333333333333
and not		1		1342		0.0007451564828614009
of probing		1		1569		0.0006373486297004461
probing pieces		1		1		1.0
pieces have		1		6		0.16666666666666666
have flown		1		178		0.0056179775280898875
flown across		1		1		1.0
the networks		1		3676		0.0002720348204570185
networks about		1		2		0.5
it either		1		509		0.0019646365422396855
either ,		1		11		0.09090909090909091
very simple		1		13		0.07692307692307693
simple reason		1		2		0.5
reason :		1		6		0.16666666666666666
the majority		1		3676		0.0002720348204570185
the media		1		3676		0.0002720348204570185
media are		1		4		0.25
are clueless		1		166		0.006024096385542169
clueless when		1		2		0.5
it comes		1		509		0.0019646365422396855
comes to		1		5		0.2
to measuring		1		1551		0.0006447453255963894
measuring the		1		1		1.0
the invisible		1		3676		0.0002720348204570185
invisible tremors		1		1		1.0
tremors of		1		1		1.0
those who		2		21		0.09523809523809523
have worked		2		178		0.011235955056179775
worked for		1		22		0.045454545454545456
years at		1		99		0.010101010101010102
the phone		1		3676		0.0002720348204570185
phone company		1		3		0.3333333333333333
high-tech plant		1		9		0.1111111111111111
local mill		1		37		0.02702702702702703
mill down		1		12		0.08333333333333333
down by		3		52		0.057692307692307696
river yet		1		26		0.038461538461538464
yet who		1		17		0.058823529411764705
who live		5		110		0.045454545454545456
in fear		1		1651		0.0006056935190793458
fear today		1		7		0.14285714285714285
that their		1		612		0.0016339869281045752
, their		2		3842		0.0005205622071837585
their incomes		1		88		0.011363636363636364
incomes and		1		1		1.0
and ,		1		1342		0.0007451564828614009
families '		1		4		0.25
' futures		1		37		0.02702702702702703
futures could		1		4		0.25
sold out		1		17		0.058823529411764705
out ,		2		70		0.02857142857142857
, bought		2		3842		0.0005205622071837585
bought out		1		17		0.058823529411764705
, merged		1		3842		0.0002602811035918792
merged or		1		1		1.0
