Bigram	Bigram Count	Uni Count	Bigram Prob
instructions on	1	1	1.0
on where	2	337	0.005934718100890208
to leave	1	1551	0.0006447453255963894
leave the	1	4	0.25
the delivery	1	3676	0.0002720348204570185
delivery .	1	3	0.3333333333333333
<s> clinton	2	2220	0.0009009009009009009
clinton has	1	23	0.043478260869565216
has begun	4	247	0.016194331983805668
begun pointing	1	7	0.14285714285714285
pointing to	2	3	0.6666666666666666
to u.s.	3	1551	0.0019342359767891683
u.s. peacemaking	1	86	0.011627906976744186
peacemaking efforts	1	1	1.0
efforts in	1	10	0.1
in haiti	1	1651	0.0006056935190793458
haiti ,	1	1	1.0
, northern	1	3842	0.0002602811035918792
northern ireland	17	23	0.7391304347826086
ireland ,	4	32	0.125
the middle	3	3676	0.0008161044613710555
middle east	1	3	0.3333333333333333
east and	1	4	0.25
and bosnia	1	1342	0.0007451564828614009
bosnia as	1	3	0.3333333333333333
as models	1	235	0.00425531914893617
models of	2	7	0.2857142857142857
the foreign	2	3676	0.000544069640914037
foreign policy	1	14	0.07142857142857142
policy the	1	3	0.3333333333333333
the united	12	3676	0.003264417845484222
united states	18	23	0.782608695652174
states should	1	21	0.047619047619047616
should wage	1	33	0.030303030303030304
wage in	1	1	1.0
the post-cold	2	3676	0.000544069640914037
post-cold war	2	2	1.0
war world	1	11	0.09090909090909091
world ``	1	36	0.027777777777777776
a profound	1	1783	0.0005608524957936063
profound interest	1	1	1.0
in seeing	1	1651	0.0006056935190793458
seeing the	1	1	1.0
states be	1	21	0.047619047619047616
world 's	14	36	0.3888888888888889
's leading	1	617	0.0016207455429497568
leading source	1	17	0.058823529411764705
source of	4	4	1.0
of energy	2	1569	0.0012746972594008922
energy for	1	31	0.03225806451612903
for peace	1	521	0.0019193857965451055
peace and	1	1	1.0
and freedom	1	1342	0.0007451564828614009
freedom and	1	2	0.5
and democracy	1	1342	0.0007451564828614009
democracy ,	1	1	1.0
he told	2	252	0.007936507936507936
told assembly-line	1	27	0.037037037037037035
assembly-line workers	1	1	1.0
workers at	21	122	0.1721311475409836
a truck-making	1	1783	0.0005608524957936063
truck-making plant	1	1	1.0
in nashville	1	1651	0.0006056935190793458
nashville ,	1	1	1.0
, tenn.	1	3842	0.0002602811035918792
tenn. ,	1	1	1.0
, on	9	3842	0.002342529932326913
on friday	8	337	0.02373887240356083
friday shortly	1	16	0.0625
shortly before	3	7	0.42857142857142855
before he	3	47	0.06382978723404255
he set	1	252	0.003968253968253968
set off	1	22	0.045454545454545456
off for	1	42	0.023809523809523808
the whirlwind	1	3676	0.0002720348204570185
whirlwind tour	1	1	1.0
tour that	1	14	0.07142857142857142
was scheduled	6	265	0.022641509433962263
scheduled to	15	22	0.6818181818181818
keep him	1	17	0.058823529411764705
him in	3	27	0.1111111111111111
the balkan	1	3676	0.0002720348204570185
balkan area	1	1	1.0
area for	1	23	0.043478260869565216
about 18	1	158	0.006329113924050633
18 hours	1	9	0.1111111111111111
hours before	1	6	0.16666666666666666
before returning	1	47	0.02127659574468085
returning to	1	2	0.5
washington early	1	26	0.038461538461538464
early sunday	1	13	0.07692307692307693
sunday .	1	4	0.25
<s> german	1	2220	0.00045045045045045046
german and	2	14	0.14285714285714285
and italian	1	1342	0.0007451564828614009
italian investors	1	3	0.3333333333333333
investors expressed	1	15	0.06666666666666667
expressed interest	1	4	0.25
the unis	1	3676	0.0002720348204570185
unis plant	1	1	1.0
plant but	1	2317	0.00043159257660768235
but decided	1	124	0.008064516129032258
decided that	1	22	0.045454545454545456
the investment	4	3676	0.001088139281828074
investment was	1	54	0.018518518518518517
was too	1	265	0.0037735849056603774
too risky	1	14	0.07142857142857142
risky ,	1	2	0.5
, managers	1	3842	0.0002602811035918792
managers at	3	8	0.375
plant said	1	2317	0.00043159257660768235
and even	1	1342	0.0007451564828614009
plant can	8	2317	0.0034527406128614588
be reopened	1	249	0.004016064257028112
reopened ,	1	2	0.5
must still	1	8	0.125
still rely	1	37	0.02702702702702703
rely on	1	1	1.0
on rail	1	337	0.002967359050445104
rail ,	1	1	1.0
, barge	1	3842	0.0002602811035918792
barge and	1	1	1.0
and road	1	1342	0.0007451564828614009
road links	1	10	0.1
links controlled	1	2	0.5
controlled by	3	3	1.0
by croatia	1	290	0.0034482758620689655
croatia and	1	1	1.0
the bosnian	2	3676	0.000544069640914037
bosnian government	1	2	0.5
government .	4	68	0.058823529411764705
has not	9	247	0.03643724696356275
not made	2	109	0.01834862385321101
made any	1	51	0.0196078431372549
any debt	1	40	0.025
debt payments	1	10	0.1
payments for	1	3	0.3333333333333333
for four	1	521	0.0019193857965451055
has no	4	247	0.016194331983805668
no money	2	51	0.0392156862745098
money to	7	29	0.2413793103448276
to import	1	1551	0.0006447453255963894
import raw	1	1	1.0
raw materials	1	2	0.5
materials and	1	1	1.0
and has	18	1342	0.013412816691505217
has lost	1	247	0.004048582995951417
lost its	1	15	0.06666666666666667
its markets	1	369	0.0027100271002710027
markets and	2	5	0.4
and most	2	1342	0.0014903129657228018
its 560	1	369	0.0027100271002710027
560 skilled	1	3	0.3333333333333333
skilled workers	5	10	0.5
<s> everywhere	1	2220	0.00045045045045045046
everywhere he	1	1	1.0
he went	1	252	0.003968253968253968
went ,	1	20	0.05
including a	12	33	0.36363636363636365
that manufacturers	1	612	0.0016339869281045752
manufacturers high-tech	1	11	0.09090909090909091
high-tech magnets	1	9	0.1111111111111111
magnets and	1	3	0.3333333333333333
a diner	1	1783	0.0005608524957936063
diner that	1	1	1.0
that advertises	1	612	0.0016339869281045752
advertises a	1	1	1.0
$ 1.99	1	387	0.002583979328165375
1.99 special	1	1	1.0
special for	1	9	0.1111111111111111
for grits	1	521	0.0019193857965451055
grits ,	1	1	1.0
, eggs	1	3842	0.0002602811035918792
eggs and	1	1	1.0
and bacon	1	1342	0.0007451564828614009
bacon ,	1	1	1.0
he got	3	252	0.011904761904761904
got an	1	19	0.05263157894736842
an earful	1	234	0.004273504273504274
earful about	1	1	1.0
the budget	2	3676	0.000544069640914037
budget impasse	1	6	0.16666666666666666
impasse and	1	1	1.0
of politics	1	1569	0.0006373486297004461
politics generally	1	2	0.5
generally .	1	1	1.0
has purchased	2	247	0.008097165991902834
purchased billboard	2	3	0.6666666666666666
billboard space	2	2	1.0
space in	2	4	0.5
in iowa	2	1651	0.0012113870381586917
iowa towns	2	7	0.2857142857142857
towns that	2	4	0.5
that are	5	612	0.008169934640522876
are losing	2	166	0.012048192771084338
losing factories	2	5	0.4
factories to	2	11	0.18181818181818182
to sympathize	2	1551	0.0012894906511927789
sympathize with	2	2	1.0
with workers	4	301	0.013289036544850499
workers thrown	2	122	0.01639344262295082
thrown out	4	5	0.8
of jobs	3	1569	0.0019120458891013384
jobs by	2	92	0.021739130434782608
by plant	3	290	0.010344827586206896
plant relocations	2	2317	0.0008631851532153647
relocations .	2	2	1.0
after leaving	2	92	0.021739130434782608
leaving the	3	4	0.75
the army	2	3676	0.000544069640914037
army reserves	2	4	0.5
reserves ,	2	4	0.5
he branched	2	252	0.007936507936507936
branched out	2	2	1.0
out from	2	70	0.02857142857142857
from agriculture	2	304	0.006578947368421052
agriculture ,	2	5	0.4
, buying	2	3842	0.0005205622071837585
buying a	2	6	0.3333333333333333
a dairy	2	1783	0.0011217049915872126
dairy and	2	4	0.5
and later	2	1342	0.0014903129657228018
later became	2	19	0.10526315789473684
became co-owner	2	13	0.15384615384615385
co-owner of	2	2	1.0
a concrete	2	1783	0.0011217049915872126
concrete plant	2	2	1.0
butcher shop	2	8	0.25
shop and	2	10	0.2
a disco	2	1783	0.0011217049915872126
disco called	2	2	1.0
called camelot	2	23	0.08695652173913043
camelot .	2	2	1.0
the local	6	3676	0.001632208922742111
local government	2	37	0.05405405405405406
government 's	8	68	0.11764705882352941
's promise	2	617	0.0032414910858995136
promise to	3	3	1.0
provide jobs	4	12	0.3333333333333333
jobs for	3	92	0.03260869565217391
for farmers	2	521	0.003838771593090211
farmers pushed	2	22	0.09090909090909091
pushed off	2	6	0.3333333333333333
off their	2	42	0.047619047619047616
their ancestral	2	88	0.022727272727272728
ancestral lands	2	2	1.0
lands has	2	4	0.5
has foundered	2	247	0.008097165991902834
foundered on	2	2	1.0
a shortage	5	1783	0.0028042624789680315
shortage of	5	6	0.8333333333333334
capital to	2	21	0.09523809523809523
to start	11	1551	0.0070921985815602835
start construction	2	25	0.08
was to	10	265	0.03773584905660377
to employ	6	1551	0.0038684719535783366
employ 20,000	2	11	0.18181818181818182
20,000 of	2	4	0.5
of them	11	1569	0.007010834926704908
them .	9	48	0.1875
company almost	1	257	0.0038910505836575876
almost signed	1	18	0.05555555555555555
signed an	1	4	0.25
an agreement	8	234	0.03418803418803419
agreement with	6	27	0.2222222222222222
with israeli	1	301	0.0033222591362126247
israeli investors	1	1	1.0
investors on	2	15	0.13333333333333333
new polyethylene	2	292	0.00684931506849315
polyethylene terephthalate	2	13	0.15384615384615385
terephthalate plant	1	2	0.5
we provided	1	71	0.014084507042253521
provided the	2	3	0.6666666666666666
the assets	2	3676	0.000544069640914037
assets ,	3	8	0.375
and they	7	1342	0.005216095380029807
they provided	1	135	0.007407407407407408
the markets	1	3676	0.0002720348204570185
and technology	1	1342	0.0007451564828614009
said zerbib	1	668	0.0014970059880239522
zerbib .	1	1	1.0
plant then	1	2317	0.00043159257660768235
then will	1	36	0.027777777777777776
sold .	2	17	0.11764705882352941
when i	2	128	0.015625
i think	3	63	0.047619047619047616
think of	2	10	0.2
car as	1	27	0.037037037037037035
as only	1	235	0.00425531914893617
only a	7	47	0.14893617021276595
a means	1	1783	0.0005608524957936063
means to	1	7	0.14285714285714285
get from	1	23	0.043478260869565216
from point	1	304	0.003289473684210526
point a	1	14	0.07142857142857142
a to	1	1783	0.0005608524957936063
to point	1	1551	0.0006447453255963894
point b	1	14	0.07142857142857142
b ,	1	1	1.0
plant me	1	2317	0.00043159257660768235
me like	1	8	0.125
a vegetable	1	1783	0.0005608524957936063
vegetable .	1	1	1.0
<s> throughout	2	2220	0.0009009009009009009
throughout the	3	3	1.0
i garden	1	63	0.015873015873015872
garden indoors	1	16	0.0625
indoors as	1	1	1.0
as extensively	1	235	0.00425531914893617
extensively as	1	1	1.0
as outdoors	1	235	0.00425531914893617
outdoors ,	1	3	0.3333333333333333
, cultivating	1	3842	0.0002602811035918792
cultivating plant	1	1	1.0
plant collections	1	2317	0.00043159257660768235
collections that	1	1	1.0
that act	1	612	0.0016339869281045752
act as	1	6	0.16666666666666666
as furnishings	1	235	0.00425531914893617
furnishings ,	1	1	1.0
, lending	1	3842	0.0002602811035918792
lending color	1	1	1.0
color and	1	3	0.3333333333333333
and texture	1	1342	0.0007451564828614009
texture to	1	1	1.0
to various	1	1551	0.0006447453255963894
various places	1	3	0.3333333333333333
places in	3	4	0.75
house .	1	15	0.06666666666666667
<s> place	1	2220	0.00045045045045045046
place the	2	19	0.10526315789473684
, roots	1	3842	0.0002602811035918792
roots washed	1	4	0.25
washed free	1	1	1.0
free of	1	16	0.0625
of soil	1	1569	0.0006373486297004461
soil ,	1	2	0.5
on top	4	337	0.011869436201780416
top of	4	14	0.2857142857142857
the charcoal	2	3676	0.000544069640914037
charcoal .	1	2	0.5
<s> then	1	2220	0.00045045045045045046
then more	1	36	0.027777777777777776
more gravel	1	156	0.00641025641025641
gravel ,	1	1	1.0
nearly filling	1	12	0.08333333333333333
filling the	1	1	1.0
the vase	1	3676	0.0002720348204570185
vase and	1	1	1.0
and stabilizing	1	1342	0.0007451564828614009
stabilizing the	1	1	1.0
water level	1	48	0.020833333333333332
level is	1	4	0.25
is kept	1	447	0.0022371364653243847
kept at	2	4	0.5
charcoal line	1	2	0.5
line ,	3	30	0.1
with liquid	1	301	0.0033222591362126247
liquid plant	1	10	0.1
plant food	1	2317	0.00043159257660768235
food added	1	15	0.06666666666666667
added during	1	10	0.1
during growing	1	38	0.02631578947368421
growing season	1	16	0.0625
season .	1	2	0.5
, ase	1	3842	0.0002602811035918792
ase america	1	1	1.0
america and	1	15	0.06666666666666667
and spire	1	1342	0.0007451564828614009
spire corp.	1	1	1.0
, both	9	3842	0.002342529932326913
both based	1	39	0.02564102564102564
in massachusetts	1	1651	0.0006056935190793458
massachusetts ,	3	21	0.14285714285714285
, recently	1	3842	0.0002602811035918792
recently agreed	1	22	0.045454545454545456
to help	8	1551	0.0051579626047711154
help south	1	22	0.045454545454545456
south africa	9	73	0.1232876712328767
africa set	1	9	0.1111111111111111
set up	9	22	0.4090909090909091
up a	8	98	0.08163265306122448
to manufacture	3	1551	0.0019342359767891683
manufacture photovoltaic	1	4	0.25
photovoltaic panels	1	1	1.0
panels .	1	2	0.5
in virginia	5	1651	0.0030284675953967293
virginia will	1	12	0.08333333333333333
will allow	2	389	0.005141388174807198
allow amoco	1	10	0.1
amoco and	2	4	0.5
and enron	2	1342	0.0014903129657228018
enron ``	1	14	0.07142857142857142
`` to	1	306	0.0032679738562091504
to generate	1	1551	0.0006447453255963894
generate electricity	2	4	0.5
electricity at	1	12	0.08333333333333333
at what	1	604	0.0016556291390728477
what we	1	53	0.018867924528301886
we believe	1	71	0.014084507042253521
believe to	1	1	1.0
be far	1	249	0.004016064257028112
far more	2	21	0.09523809523809523
more competitive	1	156	0.00641025641025641
competitive prices	1	3	0.3333333333333333
prices than	1	14	0.07142857142857142
than are	1	85	0.011764705882352941
are on	6	166	0.03614457831325301
market now	1	40	0.025
said leonard	1	668	0.0014970059880239522
leonard j.	1	1	1.0
j. may	1	4	0.25
, chief	2	3842	0.0005205622071837585
chief operating	1	22	0.045454545454545456
operating officer	1	22	0.045454545454545456
officer of	1	5	0.2
of solarex	1	1569	0.0006373486297004461
solarex ,	1	1	1.0
, amoco	1	3842	0.0002602811035918792
enron 's	3	14	0.21428571428571427
's solar	1	617	0.0016207455429497568
solar manufacturing	1	5	0.2
manufacturing subsidiary	1	63	0.015873015873015872
subsidiary .	2	20	0.1
the 2-megawatt	1	3676	0.0002720348204570185
2-megawatt solar	1	1	1.0
solar power	2	5	0.4
power station	2	149	0.013422818791946308
station near	1	12	0.08333333333333333
the now-closed	1	3676	0.0002720348204570185
now-closed rancho	1	1	1.0
rancho seco	2	2	1.0
seco nuclear	2	2	1.0
in california	2	1651	0.0012113870381586917
california ,	6	17	0.35294117647058826
, completed	1	3842	0.0002602811035918792
in 1984	1	1651	0.0006056935190793458
1984 ,	1	4	0.25
, underscored	1	3842	0.0002602811035918792
underscored the	1	1	1.0
that ,	6	612	0.00980392156862745
a steep	1	1783	0.0005608524957936063
steep initial	1	1	1.0
initial investment	1	3	0.3333333333333333
investment ,	7	54	0.12962962962962962
, solar	1	3842	0.0002602811035918792
solar panels	1	5	0.2
panels generate	1	2	0.5
electricity with	1	12	0.08333333333333333
with almost	1	301	0.0033222591362126247
almost no	1	18	0.05555555555555555
no additional	1	51	0.0196078431372549
additional costs	1	8	0.125
costs .	4	22	0.18181818181818182
first phase	2	81	0.024691358024691357
phase of	5	7	0.7142857142857143
the plan	5	3676	0.0013601741022850925
plan involves	1	26	0.038461538461538464
involves expanding	1	2	0.5
expanding its	2	7	0.2857142857142857
existing solar	1	13	0.07692307692307693
solar station	1	5	0.2
station beside	1	12	0.08333333333333333
beside the	1	1	1.0
the closed	2	3676	0.000544069640914037
closed rancho	1	33	0.030303030303030304
`` potentially	1	306	0.0032679738562091504
potentially ,	1	2	0.5
, you	6	3842	0.0015616866215512754
you can	3	41	0.07317073170731707
can avoid	1	62	0.016129032258064516
avoid having	1	2	0.5
having to	3	20	0.15
new -lrb-	1	292	0.003424657534246575
-lrb- conventional	1	220	0.004545454545454545
conventional -rrb-	1	2	0.5
-rrb- power	1	227	0.004405286343612335
plant ''	2	2317	0.0008631851532153647
'' because	1	290	0.0034482758620689655
of solar	1	1569	0.0006373486297004461
, schori	1	3842	0.0002602811035918792
schori said	1	1	1.0
in meetings	1	1651	0.0006056935190793458
meetings with	1	5	0.2
with energy	1	301	0.0033222591362126247
officials in	1	60	0.016666666666666666
in amarillo	1	1651	0.0006056935190793458
amarillo ,	4	6	0.6666666666666666
and washington	2	1342	0.0014903129657228018
government accountability	3	68	0.04411764705882353
accountability project	3	3	1.0
project has	1	32	0.03125
has alleged	1	247	0.004048582995951417
alleged that	1	1	1.0
the 45-year-old	1	3676	0.0002720348204570185
45-year-old plant	1	1	1.0
whose primary	1	21	0.047619047619047616
primary mission	1	4	0.25
mission is	1	2	0.5
to dismantle	3	1551	0.0019342359767891683
dismantle nuclear	2	3	0.6666666666666666
weapons ,	3	15	0.2
, operates	2	3842	0.0005205622071837585
operates in	1	17	0.058823529411764705
a haphazard	1	1783	0.0005608524957936063
haphazard ,	1	1	1.0
, unsafe	1	3842	0.0002602811035918792
unsafe manner	1	2	0.5
manner .	1	1	1.0
first time	7	81	0.08641975308641975
the history	3	3676	0.0008161044613710555
history of	4	8	0.5
least 30	1	18	0.05555555555555555
30 insiders	1	40	0.025
insiders have	1	3	0.3333333333333333
have come	1	178	0.0056179775280898875
come forward	1	16	0.0625
forward to	1	1	1.0
to reveal	2	1551	0.0012894906511927789
reveal that	1	2	0.5
a culture	2	1783	0.0011217049915872126
culture of	1	2	0.5
of cover-ups	1	1569	0.0006373486297004461
cover-ups pervades	1	1	1.0
pervades the	1	1	1.0
, hiding	1	3842	0.0002602811035918792
hiding ongoing	1	2	0.5
ongoing unsafe	1	1	1.0
unsafe occurrences	1	2	0.5
occurrences ,	1	1	1.0
project .	2	32	0.0625
cold war	4	11	0.36363636363636365
war ,	3	11	0.2727272727272727
the pantex	2	3676	0.000544069640914037
pantex plant	3	4	0.75
become the	1	13	0.07692307692307693
the hub	1	3676	0.0002720348204570185
